FID,Match_addr,Addr_type,StAddr,City,Region,Postal,Country,X,Y,DisplayX,DisplayY,ARC_Single,AGENCY,NAME,YOUTH_FACI,THRIRTYFIV,FRTHGRD_RE,AVAIL_STAF,BEST_TIMES,WEBSITE,PHONE_1,AddressLin,Latitude,Longitude,ADV_RES_RE,EKIP_VOUCH
123,745,Postal, , , ,745,PRI,-65.832251,18.37971,-65.832251,18.37971,"Puerto Rico Highway 191, enter El Yunque National Forest near km 4.0, PR 00745-9625", U.S. Forest Service,El Yunque National Forest El Portal Visitors Center,"Restrooms, Visitor Center, Environmental education facility, Amphitheater, Group shelters, Day use areas, wheelchair accessible",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, English Language Arts program","Staff interpreters, Staff rangers, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.fs.usda.gov/recarea/elyunque/recreation/outdoorlearning/recarea/?recid=43379&actid=120,787-888-1880,"Puerto Rico Highway 191, enter El Yunque National Forest near km 4.0, PR 00745-9625",18.37971,-65.832251,No,
124,"32353 Ortega Hwy, Lake Elsinore, California, 92530",StreetAddress,32353 Ortega Hwy,Lake Elsinore,California,92530,USA,-117.412328,33.651329,-117.412328,33.651329,"32353 Ortgea Highway, CA 92530", U.S. Forest Service,El Cariso Nature Trail,"Visitor Center, Agents of Nature mobile game",Yes,"Outdoor classroom, History/Social Studies/Cultural Heritage program","Volunteers, self-guided interpretive hike","Winter (November - February), Spring (March - May), Fall (September - October)",http://www.fs.usda.gov/recarea/cleveland/recreation/hiking/recarea/?recid=47610&actid=50,951-736-1811,"32353 Ortgea Highway, CA 92530",33.651329,-117.412328,No,
125,"669 S Highway 89A, Kanab, Utah, 84741",StreetAddress,669 S Highway 89A,Kanab,Utah,84741,USA,-112.524973,37.037211,-112.524973,37.037211,"669 So. Hwy. 89A, Kanab, UT  84741", Bureau of Land Management,Grand Staircase-Escalante National Monument,"Restrooms, Visitor Center, Environmental education facility, Amphitheater, Day use areas, Campgrounds; trails; wilderness area",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program","Staff interpreters, Staff rangers, Volunteers","Spring (March - May), Fall (September - October)",http://www.blm.gov/ut/st/en/fo/grand_staircase-escalante.html,435-644-1200,"669 So. Hwy. 89A, Kanab, UT  84741",37.037211,-112.524973,No,
126,"496 Cemetery Rd, Andersonville, Georgia, 31711",StreetAddress,496 Cemetery Rd,Andersonville,Georgia,31711,USA,-84.131794,32.201237,-84.131794,32.201237,"496 Cemetery Road, Andersonville, GA 31711", National Park Service,"Everglades National Park, Andersonville National Historic Site","Restrooms, Visitor Center",Yes,"Staff or volunteer-led tour/hike, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program",Staff interpreters,"Winter (November - February), Spring (March - May), Fall (September - October)",http://www.nps.gov/ande/,229-924-0343,"496 Cemetery Road, Andersonville, GA 31711",32.201237,-84.131794,No,
127,"450 Auburn Ave NE, Atlanta, Georgia, 30312",PointAddress,450 Auburn Ave NE,Atlanta,Georgia,30312,USA,-84.373602,33.755508,-84.373531,33.75579,"450 Auburn Avenue NE, Atlanta, GA 30312-1525", National Park Service,"Martin Luther King, Jr. National Historic Site","Restrooms, Visitor Center",Yes,"Staff or volunteer-led tour/hike, History/Social Studies/Cultural Heritage program",Staff interpreters,"Winter (November - February), Spring (March - May), Fall (September - October)",http://www.nps.gov/malu/,404-730-3112,"450 Auburn Avenue NE, Atlanta, GA 30312-1525",33.755508,-84.373602,No,
128,"2400 Highway 101 S, Yachats, Oregon, 97498",PointAddress,2400 Highway 101 S,Yachats,Oregon,97498,USA,-124.109139,44.283282,-124.106671,44.2864,"2400 Highway 101, Yachats, Oregon , OR 97498", U.S. Forest Service,Cape Perpetua Visitor Center,"Restrooms, Visitor Center, Environmental education facility",Yes,Staff or volunteer-led tour/hike,"Staff interpreters, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.fs.usda.gov/recarea/siuslaw/recreation/recarea/?recid=42279,(541) 547-3289,"2400 Highway 101, Yachats, Oregon , OR 97498",44.283282,-124.109139,No,
129,"50000 Historic Columbia River Hwy, Bridal Veil, Oregon, 97010",StreetAddress,50000 Historic Columbia River Hwy,Bridal Veil,Oregon,97010,USA,-122.118866,45.577447,-122.118866,45.577447,"50000 Historic Columbia River Hwy, Bridal Veil, OR  97010", U.S. Forest Service,Multnomah Falls Recreation Area,"Restrooms, Visitor Center",Yes,Staff or volunteer-led tour/hike,"Staff interpreters, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.fs.fed.us/visit/destination/multnomah-falls,(503) 695-2372,"50000 Historic Columbia River Hwy, Bridal Veil, OR  97010",45.577447,-122.118866,No,
130,"Yellowstone National Park, Wyoming",SubAdmin, ,Yellowstone National Park,Wyoming, ,USA,-110.666269,44.134862,-110.666269,44.134862,"PO Box 168 Yellowstone National Park , WY 82190-0168", National Park Service,Yellowstone National Park,"Restrooms, Visitor Center, Environmental education facility, Group shelters, Day use areas",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program",Staff interpreters,"Spring (March - May), Fall (September - October)",http://www.nps.gov/yell/,304 344 7381,"PO Box 168 Yellowstone National Park , WY 82190-0168",44.134862,-110.666269,Yes,
131,"1100 N Mineral Springs Rd, Porter, Indiana, 46304",StreetAddress,1100 N Mineral Springs Rd,Porter,Indiana,46304,USA,-87.086757,41.631574,-87.086757,41.631574,"1100 N. Mineral Springs Road, Porter, IN 46304", National Park Service,Indiana Dunes National Lakeshore,"Restrooms, Visitor Center, Environmental education facility, Day use areas",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program",Staff interpreters,"Spring (March - May), Fall (September - October)",http://www.nps.gov/indu/,219-926-7561,"1100 N. Mineral Springs Road, Porter, IN 46304",41.631574,-87.086757,Yes,
132,"400 Rapides Dr, Natchitoches, Louisiana, 71457",StreetAddress,400 Rapides Dr,Natchitoches,Louisiana,71457,USA,-93.085807,31.742669,-93.085807,31.742669,"400 Rapids Drive, Natchitoches, LA 71457", National Park Service,Cane River Creole National Historical Park,"Restrooms, Visitor Center",Yes,"Staff or volunteer-led tour/hike, History/Social Studies/Cultural Heritage program",Staff interpreters,"Winter (November - February), Spring (March - May), Fall (September - October)",http://www.nps.gov/cari,318-352-0383,"400 Rapids Drive, Natchitoches, LA 71457",31.742669,-93.085807,No,
133, , , , , , , ,-109.733628,38.720108,0,0, , Bureau of Land Management,Mill Canyon Dinosaur Tracksite,Self-guided interpretive trail,Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program","Staff interpreters, Staff rangers, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.handsontheland.org/profile/mill-canyon-dinosaur-tracksite,435-259-2179, ,38.720108,-109.733628,No, 
134,"365 Cedars Rd, Munford, Alabama, 36268",StreetAddress,365 Cedars Rd,Munford,Alabama,36268,USA,-85.946469,33.523945,-85.946469,33.523945,"365 Cedars Rd, Munford, AL , 36268", U.S. Forest Service,Munford School,"Restrooms, Environmental education facility, Day use areas, trails",Yes,"Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, English Language Arts program",Elementary School Teachers,"Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://mes.tcboe.org/,(256) 315-5250,"365 Cedars Rd, Munford, AL , 36268",33.523945,-85.946469,Yes,
135,"Blanchard Rd, Fifty Six, Arkansas, 72533",StreetName,Blanchard Rd,Fifty Six,Arkansas,72533,USA,-92.197437,35.96609,-92.197437,35.96609,"Blanchard Springs, Fifty Six  AR  , 72533", U.S. Forest Service,Blanchard Springs Visitor Center,"Restrooms, Visitor Center, Environmental education facility, Group shelters, Day use areas, Cave Tours",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Cave Tours","Staff interpreters, Volunteers, Cave Guides","Spring (March - May), Summer (June - August), Fall (September - October)",http://www.fs.usda.gov/detail/osfnf/specialplaces/?cid=stelprdb5351305,870-757-2211,"Blanchard Springs, Fifty Six  AR  , 72533",35.96609,-92.197437,Yes,
136, , , , , , , ,-83.798567,34.847894,0,0, , U.S. Forest Service,Brasstown Bald Visitor Center,"Restrooms, Visitor Center, Group shelters, Day use areas, trails and overlook",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, History/Social Studies/Cultural Heritage program","Staff interpreters, Volunteers","Spring (March - May), Summer (June - August), Fall (September - October)",http://cfaia.org/brasstown-bald-recreation-area-visitor-centers-in-georgia/,706-896-2556, ,34.847894,-83.798567,No, 
137,"Visitor Center Dr, Golden Pond, Kentucky, 42211",StreetName,Visitor Center Dr,Golden Pond,Kentucky,42211,USA,-88.06459,36.778814,-88.06459,36.778814,"238 Visitor Center Dr, Golden Pond, KY 42211", U.S. Forest Service,Land Between the Lakes National Recreation Area,"Restrooms, Visitor Center, Environmental education facility, Amphitheater, Group shelters, Day use areas, Water Access, Live Animal Exhibits",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, English Language Arts program, Many activities across the landscape","Staff interpreters, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.landbetweenthelakes.us/,800-525-7077,"238 Visitor Center Dr, Golden Pond, KY 42211",36.778814,-88.06459,No,
138, , , , , , , ,0,0,0,0, , U.S. Forest Service,Gladie Cultural and Environmental Learning Center,"Restrooms, Visitor Center, Environmental education facility, Amphitheater, Group shelters, Day use areas, Trails",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program","Staff interpreters, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.fs.usda.gov/recarea/dbnf/recreation/recarea/?recid=39566,606-663-8100, ,0,0,No, 
139,"Pisgah Hwy, Pisgah Forest, North Carolina, 28768",StreetName,Pisgah Hwy,Pisgah Forest,North Carolina,28768,USA,-82.784113,35.308442,-82.784113,35.308442,"11250 Pisgah Hwy  Pisgah Forest, NC 28768", U.S. Forest Service,Cradle of Forestry--the Birthplace of Forest Conservation in America,"Restrooms, Visitor Center, Environmental education facility, Amphitheater, Group shelters, Day use areas, Living History, trails,",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, English Language Arts program","Staff interpreters, Volunteers, CFIA Staff adn Educators","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",https://www.cradleofforestry.com/site/,828-877-3130,"11250 Pisgah Hwy  Pisgah Forest, NC 28768",35.21,-82.46,No,
140,"4400 Highway 64, Copperhill, Tennessee, 37317",StreetAddress,4400 Highway 64,Copperhill,Tennessee,37317,USA,-84.460928,35.0663,-84.460928,35.0663,"4400 Highway 64, Copperhill, TN, 37317", U.S. Forest Service,Ocoee Whitewater Center,"Restrooms, Visitor Center, Day use areas, Trails",Yes,Staff or volunteer-led tour/hike,"Staff interpreters, Volunteers","Spring (March - May), Summer (June - August), Fall (September - October)",http://www.fs.usda.gov/recarea/cherokee/recarea/?recid=35096,423-496-0100,"4400 Highway 64, Copperhill, TN, 37317",35.0663,-84.460928,No,
141,"708 Main St, Wall, South Dakota, 57790",StreetAddress,708 Main St,Wall,South Dakota,57790,USA,-102.241797,43.9908,-102.241797,43.9908," 708 Main Street, Wall, SD , 57790", U.S. Forest Service,National Grasslands Visitor Center,"Restrooms, Visitor Center, public gardens",Yes,"Staff or volunteer-led tour/hike, Visitor Center exhibits, JR Ranger Program","Staff interpreters, Staff rangers, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.fs.fed.us/wildflowers/regions/Rocky_Mountain/NGsVisitorCenter/index.shtml,(605) 279-2125," 708 Main Street, Wall, SD , 57790",43.9908,-102.241797,No,
142,"1400 Independence Ave SW, Washington, District of Columbia, 20024",StreetAddress,1400 Independence Ave SW,Washington,District of Columbia,20024,USA,-77.032067,38.887561,-77.032067,38.887561,"1400 Independence Ave SW, Washington DC, 20250", U.S. Forest Service,Forest Service Visitor Center,Visitor Center,Yes,Staff or volunteer-led tour/hike,"Staff interpreters, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.fs.fed.us/info/,(800) 832-1355,"1400 Independence Ave SW, Washington DC, 20250",38.887561,-77.032067,No,
143,"5821 N Highway 17, Awendaw, South Carolina, 29429",StreetAddress,5821 N Highway 17,Awendaw,South Carolina,29429,USA,-79.662838,32.979276,-79.662838,32.979276,"5821 Highway 17 North Awendaw, SC , 29429", U.S. Forest Service,Sewee Visitor Environmental Education Center,"Restrooms, Visitor Center, Environmental education facility, Amphitheater, Group shelters, Day use areas, Endangered Red Wolf Exhibit",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, English Language Arts program","Staff interpreters, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.fws.gov/seweecenter/index.html,(843) 928-3368,"5821 Highway 17 North Awendaw, SC , 29429",32.979276,-79.662838,No,
144,"24000 Spirit Lake Hwy, Toutle, Washington, 98649",StreetAddress,24000 Spirit Lake Hwy,Toutle,Washington,98649,USA,-122.271932,46.302345,-122.271932,46.302345,"24000 Spirit Lake Highway, Toutle, WA 98649", U.S. Forest Service,"Johnston Ridge Observatory, Mount St. Helens National Volcanic Monument","Restrooms, Visitor Center, Amphitheater, Day use areas, Trails",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom","Staff interpreters, Staff rangers, Intern Interpreters","Spring (March - May), Summer (June - August), Fall (September - October)",http://www.fs.usda.gov/main/mountsthelens/home http://www.fs.usda.gov/main/mountsthelens/learning http://www.fs.usda.gov/main/mountsthelens/learning/parents-teacher,360-274-2140 or 360-449-7800,"24000 Spirit Lake Highway, Toutle, WA 98649",46.302345,-122.271932,No,
145,"419 Decatur St, New Orleans, Louisiana, 70130",StreetAddress,419 Decatur St,New Orleans,Louisiana,70130,USA,-90.0648,29.954588,-90.0648,29.954588,"419 Decatur Street, New Orleans, LA  70130", National Park Service,Jean Lafitte National Historic Park and Preserve,"Restrooms, Visitor Center",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, History/Social Studies/Cultural Heritage program",Staff interpreters,"Spring (March - May), Fall (September - October)",http://www.nps.gov/jela/,504-589-2133,"419 Decatur Street, New Orleans, LA  70130",29.954588,-90.0648,No,
146,"2480 KS 177, Strong City, Kansas, 66869",PointAddress,2480 KS 177,Strong City,Kansas,66869,USA,-96.557056,38.433191,-96.558791,38.43343,"2480 KS-177, Strong City, KS 66869", National Park Service,Tall Grass Prairie National Preserve,"Restrooms, Visitor Center",No,call in advance for tour of tall grasses,"Volunteers, limited staff","Spring (March - May), Fall (September - October)",http://www.nps.gov/tapr/,620-273-8494,"2480 KS-177, Strong City, KS 66869",38.433191,-96.557056,Yes,
